#ROM,PARENT
005
astrof
astrof2,astrof
astrof3,astrof
astrofl,transfrm
astrxeaa,asterix
astrxeac,asterix
astyanax
asuka
asurabld
asurabus
asylum
atarifb
atarifb1,atarifb
atarifb4,atarifb
ataxx
ataxxa,ataxx
ataxxj,ataxx
atehate
atetckt2,atetris
atetcktl,atetris
atetris
atetrisa,atetris
atetrisb,atetris
athena
atlantis
atlants2,atlantis
atomboy,wilytowr
atomicp
atompunk,bbmanw
aurail
auraila,aurail
av2mj1bb
av2mj2rg
avalnche
avenger2,avengers
avengers
avengrgs
avengrgsj,avengrgs
avsp
avspa,avsp
avspirit
avspj,avsp
avspu,avsp
aztarac
azurian
backfire
baddudes
badlands
bagman
bagmanmc,bagman
bagmans,bagman
bagmans2,bagman
bagnard,bagman
bakatono
bakubaku
bakubrkr
bakuhatu,mjgottsu
bakutotu
balcube
ballbomb
ballbros
balonfgt
baluba
bananadr
bandido,sheriff
bang
bangball
bangbead
bangj,bang
bankp
baraduka,baraduke
baraduke
barricad
barrier
baryon
basebal2
batcir
batcira,batcir
batcirj,batcir
batman
batman2,phoenix
batmanfr
batrider
batridra,batrider
batridrk,batrider
batsugun
battlan2,battlane
battlan3,battlane
battlane
battlcry
battleg
battlega,battleg
battlegb,battleg
battlera
battles,xevious
battlex
battlntj,battlnts
battlnts
battroad
batugnsp,batsugun
batwings,bwing
bayrouta,bayroute
bayroute
bayrtbl1,bayroute
bayrtbl2,bayroute
bbakradu,bbakraid
bbakraid
bballs
bbbuster
bbbxing
bbmanw
bbmanwj,bbmanw
bbonk
bbprot
bbros,pang
bbusters
bchopper
bcrusher,kncljoe
bcruzm12
bcstry
bcstrya,bcstry
beaminv
beastf,suprglob
beastrzb
beastrzr
beathead
beezer
beezer1,beezer
benberob
berabohm
beraboho,berabohm
berlwall
berlwalt,berlwall
bermudaa,bermudat
bermudao,bermudat
bermudat
berzerk
berzerk1,berzerk
bigbang,tdragon2
bigbucks
bigevglf
bigkarnk
bigprowr
bigrun
bigstrik
bigstrkb,bigstrik
bigtwin
bijokkog
bijokkoy
billiard,hustler
bioatack
biofreak
biomtoy
bionicc
bionicc2,bionicc
bioship
birdtry
bishi
bjourney
bjtwin
bking
bking2
bking3
bkrtmaq
bktigerb,blktiger
bladestl
bladstle,bladestl
blandia
blandiap,blandia
blasted
blaster
blastkit,blaster
blasto
blastoff
blazeon
blazer
blazstar
blckgalb,blockgal
blckout2,blockout
blckoutj,blockout
bldwolf,battlera
blitz
blitz2k
blitz99
blkbustr,mrjong
blkdrgnb,blktiger
blkdrgon,blktiger
blkhearj,blkheart
blkheart
blkhole
blkpnthr
blktiger
blmbycar
blmbycau,blmbycar
block
blocka,block
blockade
blockbl,block
blockcar
blocken
blockgal
blockhl
blockj,block
blockout
bloodbro
bloods11,bloodstm
bloods21,bloodstm
bloods22,bloodstm
bloodstm
bloodwar
bloxeed
bloxeedc,bloxeed
blsthead,blstroid
blstroi2,blstroid
blstroi3,blstroid
blstroid
blstroig,blstroid
blswhstl
bluehawk
bluehawn,bluehawk
blueprnj,blueprnt
blueprnt
blueshrk
blzntrnd
bm1stmix
bm2ndmix
bm2ndmxa,bm2ndmix
bm4thmix
bmaster
bmcompmx
bmcorerm
bmdct
bnglngby
bnj,brubber
bnzabros
boblbobl,bublbobl
bodyslam
bogeyman
boggy84
bombbee
bombjac2,bombjack
bombjack
bombrman,dynablst
bonkadv
bonzeadu,bonzeadv
bonzeadv
boogwing
boogwinga,boogwing
boomrang
bootcamp,combasc
boothill
borench
bosco
boscomd,bosco
boscomdo,bosco
boscoo,bosco
boscoo2,bosco
botanic
bottom9
bottom9n,bottom9
bouldash
bouldshj,bouldash
bounty
bowler
bowlrama
boxer
boxingb
boxyboy
bradley
brain
brapboys
brapboysj,brapboys
brdrlinb
breakers
breakrev,breakers
breywood,shackled
brickyrd,barricad
brickzn
brickzn3,brickzn
brival
brix,zzyzzyxx
brkthru
brkthruj,brkthru
brubber
brutforc
brvblade
bshark
bsharkj,bshark
bsharkjjs,bshark
bsktball
bssoccer
bstars
bstars2
btime
btime2,btime
btimem,btime
btlecity
btlfield,timesold
btlkroad
btoads
bubblem
bubblemj,bubblem
bubbles
bubblesp,bubbles
bubblesr,bubbles
bubbobr1,bublbobl
bubl2000
bublbob1,bublbobl
bublbob2
bublbobl
bublboblp,bublbobl
bublboblu,bublbobl
bublbobr,bublbobl
bublcave,bublbobl
bubsympe,bublbob2
bubsymph,bublbob2
bubsympu,bublbob2
buckrog
buckrogn,buckrog
bucky
buckyua,bucky
buggychl
buggycht,buggychl
bullfgt
bullfgtr
buraiken,avengers
burglarx
burnforc
burningf
burningh,burningf
butasan
bwcasino
bwidow
bwing
bwings,bwing
bzone
bzone2,bzone
bzonec,bzone
cabal
cabala,cabal
cabalbl,cabal
cabalus,cabal
cabalus2,cabal
cabaret
cachat
cadash
cadashf,cadash
cadashi,cadash
cadashj,cadash
cadashu,cadash
cairblad
calibr50
calipso
calspeed
cameltrj,cameltry
cameltry
camltrua,cameltry
candance,osman
cannball
cannonb
canyon
canyonp,canyon
capbowl
capbowl2,capbowl
capitol,pleiads
captaven
captavna,captaven
captavne,captaven
captavnj,captaven
captavnu,captaven
captavuu,captaven
captcomj,captcomm
captcomm
captcomu,captcomm
caractn,brubber
carjmbre
carnevil
carnival
carnvckt,carnival
carpolo
castfant
catapult
catch22,combat
cavelon
cavenger
cawing
cawingj,cawing
cawingu,cawing
cbasebal
cbdash
cbnj,cburnrub
cbtime
cburnrb2,cburnrub
cburnrub
cbuster
cbusterj,cbuster
cbusterw,cbuster
ccasino
ccastle2,ccastles
ccastle3,ccastles
ccastlej,ccastles
ccastles
ccboot,cclimber
ccboot2,cclimber
cchasm
cchasm1,cchasm
cclimber
cclimbr2
cclimbrj,cclimber
cdiscon1
centipb2,centiped
centipd2,centiped
centipdb,centiped
centiped
centtime,centiped
cerberus
cexplore
cfghtice
cflyball
cgangpzj,cgangpzl
cgangpzl
cgraplop
cgraplp2,cgraplop
chainrec
chaknpop
challeng
chameleo
champbas
champbb2
champbbj,champbas
champbja,champbas
champwr
champwrj,champwr
champwru,champwr
changes
charlien
chasehq
chasehqj,chasehq
chboxing
checkmaj,checkman
checkman
checkmat
cheekyms
cheesech
chelnov
chelnovj,chelnov
chelnovu,chelnov
cheyenne
chikij,mtwins
chiller
chimerab
chinagat
chinatwn
chinher2,chinhero
chinhero
chinmoku
chokchok
chopper
choppera,chopper
chopperb,chopper
chplft
chplftb,chplft
chplftbl,chplft
chqflag
chqflagj,chqflag
chukatai
chukataj,chukatai
chukatau,chukatai
chwrestl
chwy
circus
circusc
circusc2,circusc
circuscc,circusc
circusce,circusc
cischeat
citybmrj,citybomb
citybomb
citycon
citycona,citycon
citylove
ckong
ckonga,ckong
ckongalc,ckong
ckongjeu,ckong
ckongo,ckong
ckongs,ckong
clapapa
clapapa2,clapapa
claypign
clayshoo
clbowl,capbowl
cleopatr
cloak
cloakfr,cloak
cloakgr,cloak
cloaksp,cloak
clocknch
cloud9
clowns
clowns1,clowns
clshroad
cltchitr
club90s
club90sa,club90s
cluckypo
cluclu
cmehyou
cmissnx
cnights2,cnightst
cnightst
cninja
cninja0,cninja
cninjau,cninja
cobracmj,cobracom
cobracom
colmns97
colony7
colony7a,colony7
columns
columns2
columnsj,columns
combasc
combascb,combasc
combascj,combasc
combasct,combasc
combat
commandj,commando
commando
commandu,commando
commsega
comotion
compgolf
complexx
condor,phoenix
congo
contcirc
contcrcu,contcirc
contra
contrab,contra
contraj,contra
contrajb,contra
cookbib
cookbib2
cookrace,btime
coolpool
cop01
cop01a,cop01
copsnrob
cosmccop
cosmica
cosmica2,cosmica
cosmicg
cosmicmo,invaders
cosmo
cosmogng
cosmognj,cosmogng
cosmos
cotton
cotton2
cottona,cotton
cottonbm
cottong,locomotn
countrb2,countrun
countrnb,countrun
countrun
countryc,fitegolf
cppicf
cppicf2,cppicf
cprobowl
cprogolf
cprosocc
cptennis
cracksht
crash
crater
crazyblk,mrjong
crazycop,gbusters
crbalon2,crbaloon
crbaloon
crgolf
crgolfa,crgolf
crgolfb,crgolf
crgolfc,crgolf
crimec
crimecj,crimec
crimecu,crimec
crimfght
crimfgt2,crimfght
crimfgtj,crimfght
crkdown
croquis,logicpro
crospang
crossbow
crshrac2,crshrace
crshrace
crswd2bl
crsword
cruisin,citycon
crush
crush2,crush
crush3,crush
crusnu21,crusnusa
crusnu40,crusnusa
crusnusa
crusnw13,crusnwld
crusnw20,crusnwld
crusnwld
cryptklr
crystal2
crystalg
crzrally
csclub
cscluba,csclub
csclubh,csclub
csclubj,csclub
cscrtry
cscrtry2,cscrtry
cshift
cshooter
cshootre,cshooter
csilver
cspring1,csprint
csprins1,csprint
csprint
csprint1,csprint
csprint2,csprint
csprintf,csprint
csprintg,csprint
csprints,csprint
cstlevna
csuperas
csweetht,cdiscon1
cterrani
ctisland
ctislnd2,ctisland
ctislnd3,ctisland
ctomaday
ctornado
ctribe
ctribeb,ctribe
ctsttape
cubybop
cuebrckj,cuebrick
cuebrick
cupfinal,scfinals
cupsoc
cupsoc2,cupsoc
cupsocbl,cupsoc
curvebal
cutefght
cutieq
cworld
cworld2j
cybattlr
cyberb21,cyberbal
cyberb22,cyberbal
cyberb23,cyberbal
cyberb2p,cyberbal
cyberba2,cyberbal
cyberbal
cyberbap,cyberbal
cyberbt,cyberbal
cyberbt1,cyberbal
cyberlip
cybots
cybotsj,cybots
cybrcomm
cybrcycc
cybsled
cyclshtg
cyvern
czeroize
dadandrn
daimakai,ghouls
daioh
daireika
dairesya,ironhors
daisenpu,twinhawk
daiskiss
daitorid
daiyogen
dakkochn
danceyes
danchih
dangar
dangar2,dangar
dangarb,dangar
dangerz
dangseed
dankuga,kaiserkn
daraku
darius
darius2
darius2d,darius2
dariuse,darius
dariusg
dariusgj,dariusg
dariusgu,dariusg
dariusgx,dariusg
dariusj,darius
dariuso,darius
darkadv,devilw
darkedge
darkmist
darkplnt
darksea1,darkseal
darkseaj,darkseal
darkseal
darksel2,wizdfire
darktowr
darkwar
darwin
dassaul4,thndzone
dassault,thndzone
dazzler
dblaxle
dbldyn,dynduke
dblewing
dblplay
dbreed
dbz
dbz2
dbzvrvs
dcclub
dcon
dday
ddayc,dday
ddcrew
ddenlovr
ddonpach
ddonpchj,ddonpach
ddp3
ddp3a,ddp3
ddp3b,ddp3
ddp3blk,ddp3
ddragn2u,ddragon2
ddrago3b,ddragon3
ddragon
ddragon2
ddragon3
ddragon3j,ddragon3
ddragonb,ddragon
ddragonu,ddragon
ddragonw,ddragon
ddream95,hoops96
ddribble
ddsom
ddsoma,ddsom
ddsomj,ddsom
ddsomjr1,ddsom
ddsomr1,ddsom
ddsomu,ddsom
ddsomur1,ddsom
ddtod
ddtoda,ddtod
ddtodh,ddtod
ddtodj,ddtod
ddtodu,ddtod
ddtodur1,ddtod
ddungeon
dduxbl
deadang
deadconj,deadconx
deadconx
deadeye
dealer
deathbrd,mutantf
decathlt
defcmnd,defender
defence,defender
defender
defendg,defender
defendw,defender
defndjeu,defender
deltrace,omegrace
deluxe5
demoderb
demoderm,demoderb
demon
demoneye
demonwl1,demonwld
demonwld
denjinmk
depthch
depthv1,depthch
deroon
desertgu
desertwr
desterth,lrescue
destroyr
detatwin,blswhstl
devilfsg,devilfsh
devilfsh
devilw
devstor2,devstors
devstor3,devstors
devstors
devzone
devzone2,devzone
dfeveron
dharma
diamond
diehard
dietgo
dietgoe,dietgo
dietgoj,dietgo
dietgou,dietgo
digdug
digdug2
digdug2o,digdug2
digduga1,digdug
digdugat,digdug
digdugb,digdug
digger
dimahoo
dingo
dino
dinoj,dino
dinorex
dinorexj,dinorex
dinorexu,dinorex
dinou,dino
dirtfoxj
disco
discof,disco
diverboy
djboy
dkgenm72,hharry
dkgensan,hharry
dkngjnrb,dkongjr
dkngjnrj,dkongjr
dkong
dkong3
dkong3b,dkong3
dkong3j,dkong3
dkongjo,dkong
dkongjo1,dkong
dkongjp,dkong
dkongjr
dkongjrb,dkongjr
dkongjrj,dkongjr
dkongjrm,dkongjr
dkongo,dkong
dkongpe,dkong
dkongx,dkong
dkrdemo,dkong
dlair
dleague
dnmtdeka,diehard
doapp
docastl2,docastle
docastle
docastlo,docastle
dockman
dodgem
dogfgt
dogfgtj,dogfgt
dogfight
dogosoke,victroad
dogosokj,victroad
dogpatch
dogyuun
dokaben
dokidoki
dokyusei
dokyusp
domino
dominos
dommy
dondenmj
dondokdj,dondokod
dondokdu,dondokod
dondokod
donpachi
donpachj,donpachi
donpachk,donpachi
dorachan
dorodon
dorodon2,dorodon
dorunru2,dorunrun
dorunruc,dorunrun
dorunrun
dotriku2,dotrikun
dotrikun
dotron
dotrona,dotron
dotrone,dotron
doubledr
douni,docastle
dowild
downtowj,downtown
downtown
dplay,einnings
dragnblz
dragngun
dragoonj
dragrace
dragwld2
drakton
dreamwld
dremshpr
drgnbstr
drgninja,baddudes
drgnmst
drgnunit
drgnwrld
drgpunch
dribling
driblino,dribling
drifto94
driftout
drius2do,darius2
drivedge
driveout,driftout
drivfrcg,drivfrcp
drivfrcp
drmario
drmicro
drtoppel
drtopplj,drtoppel
drtopplu,drtoppel
dsaber
dsaberj,dsaber
dsccr94j,dsoccr94
dsoccr94
dspirit
dspirito,dspirit
dstlk
dstlka,dstlk
dstlku,dstlk
dstlkur1,dstlk
duckhunt
dumpmtmt,bodyslam
dungenmu,dungeonm
dungeonm
dunkmnia
dunkshot
dw
dwj,dw
dyger
dygera,dyger
dynablsb,dynablst
dynablst
dynagear
dynamski
dynduke
dynobop
dzigzag,digdug
eagle,mooncrst
eagle2,mooncrst
eaglshot
eaglshta,eaglshot
earthinv,invaders
earthjkr
ebases
ecofghta,ecofghtr
ecofghtr
edf
edrandy
edrandy1,edrandy
edrandyj,edrandy
eggor
eggs,scregg
eggventr
eggvntdx,eggventr
ehrgeiz
eightfrc
eightman
einnings
ejihon
elandore
elecyoy2,elecyoyo
elecyoyo
elevatob,elevator
elevator
elim2
elim2a,elim2
elim4,elim2
elvact2u,elvactr
elvactr
elvactrj,elvactr
embargo
emeralda
emerldaa,emeralda
empcity
empcityj,empcity
endurob2,enduror
endurobl,enduror
enduror
enforce
enigma2
enigma2a,enigma2
eprom
eprom2,eprom
equites
equitess,equites
esb
esckids
esckidsj,esckids
espgal
espial
espiale,espial
esprade
espradej,esprade
espradeo,esprade
eswat
eswatbl,eswat
eto
euroch92,footchmp
evilston
excitbkj,excitebk
excitebk
excthour,matmania
exctleag
exctscc2,exctsccr
exctscca,exctsccr
exctsccb,exctsccr
exctsccr
exedexes
exerion
exerionb,exerion
exeriont,exerion
exerizrb,skyfox
exodus,redufo
explorer,scramble
exprraid
extdwnhl
exterm
extrmatn
exvania
exzisus
eyes
eyes2,eyes
f1dream
f1dreamb,f1dream
f1en
f1gp
f1gp2
f1gpstar
f1gpstr2
f1lap
f1superb
fa,fghtatck
faceoff
falcon,phoenix
fantasia
fantasy
fantasyj,fantasy
fantazia,mooncrst
fantjour,gokuparo
fantland
fantsia2
fantsy95
fantzn2
fantzone
fantzono,fantzone
farwest,ironhors
fastfred,flyboy
fastlane
fatfursa,fatfursp
fatfursp
fatfury1
fatfury2
fatfury3
fax
fbfrenzy
fcombat
ffantasa,hippodrm
ffantasy,hippodrm
ffight
ffightj,ffight
ffightj1,ffight
ffightu,ffight
ffreveng
fghtatck
fghthist
fghthista,fghthist
fghthistj,fghthist
fghthistu,fghthist
fgtlayer
fhawk
fhawkj,fhawk
fhboxers
fieldday
fightfev
fightfva,fightfev
fightrol
finalap2
finalap3
finalapc,finallap
finalapd,finallap
finalb
finalbj,finalb
finalbny,vanilla
finalizb,finalizr
finalizr
finallap
finalp2j,finalap2
finalp3a,finalap3
findlove
findout
finehour
finlapjb,finallap
finlapjc,finallap
finlarch,sleague
firebarr
firebatl
fireone
fireshrk
firetpbl,firetrap
firetrap
firetrk
fitegol2,fitegolf
fitegolf
fitfight
fitter,roundup
fixeighb,fixeight
fixeight
fjbuster,shogwarr
flagrall
flashgal
flicky
flickyo,flicky
flipshot
flkatck,mx5000
flower
flstory
flstoryj,flstory
flyball
flyboy
flyboyb,flyboy
fncywld
fnkyfish
foodf
foodf2,foodf
foodfc,foodf
footchmp
forgottn
formatz
fourtrax
fpoint
fpointbj,fpoint
fpointbl,fpoint
freekckb,freekick
freekick
freeze
frenzy
friskyt
friskyta,friskyt
frogg,frogger
frogger
froggers,frogger
froggrmc,frogger
frogs
frogseg1,frogger
frogseg2,frogger
fromanc2
fromanc4
fromance
fromancr
frontlin
fround
froundl,fround
fshark
fsharkbt,fshark
fstarfrc
ftimpcta
ftsoccer
fullthrl,topspeed
funkybee
funkyjet
funnymou
funybubl
futspy
ga2
ga2j,ga2
gaia
gaialast
gaiapols
gaiden,shadoww
gakupara
gakusai
gakusai2
gal10ren
galag88b,galaga88
galag88j,galaga88
galaga
galaga3,gaplus
galaga3a,gaplus
galaga3m,gaplus
galaga88
galagamf,galaga
galagamk,galaga
galagamw,galaga
galagao,galaga
galap1,galaxian
galap4,galaxian
galapx,galaxian
galaxiaj,galaxian
galaxian
galaxyfg
galaxygn
galhustl
galivan
galivan2,galivan
galkaika
galkoku
gallag,galaga
gallop,cosmccop
galmedes
galmidw,galaxian
galmidwo,galaxian
galpandx
galpani2
galpani4
galpanib,galpanic
galpanic
galpanis
galpans2
galspnbl
galturbo,galaxian
galxwar2,galxwars
galxwars
galxwart,galxwars
gametngk
gangonta,prtytime
gangwarb,gangwars
gangwars
ganryu
gaplus
gaplusa,gaplus
gapluso,gaplus
gardia
gardiab,gardia
garou
garouo,garou
garoup,garou
garuka,devstors
garyoret
gatedom1,darkseal
gatedoom,darkseal
gatsbee,galaga
gaun22p1,gaunt2
gaun22pg,gaunt2
gaun2pg1,gauntlet
gaun2pj2,gauntlet
gaun2pr3,gauntlet
gaunt2
gaunt22p,gaunt2
gaunt2g,gaunt2
gaunt2p,gauntlet
gaunt2pg,gauntlet
gaunt2pj,gauntlet
gauntg,gauntlet
gauntgr3,gauntlet
gauntgr6,gauntlet
gauntgr8,gauntlet
gauntj,gauntlet
gauntj12,gauntlet
gauntlet
gauntr1,gauntlet
gauntr2,gauntlet
gauntr4,gauntlet
gauntr5,gauntlet
gauntr7,gauntlet
gauntr9,gauntlet
gaunts,gauntlet
gaxeduel
gberet
gberetb,gberet
gblchmp,kaiserkn
gbusters
gcpinbal
gdarius
gdarius2,gdarius
gdfs
geebee
geebeeg,geebee
gekiretu
gekirido
gemini
genix
genpeitd
gensitou,prehisle
geostorm,gunforc2
getstar
getstarb,getstar
getstarj,getstar
gfire2
gghost
ggreats2,opengolf
gground
ghostb
ghostb3,ghostb
ghostlop
ghouls
ghoulsu,ghouls
ghox
ghunter,deadang
gigandes
gigasb
gigasm2b
gigawing
gijoe
gijoej,gijoe
gijoeu,gijoe
gimeabrk
ginganin
ginkun
gionbana
gladiatr
glass
glasskr,glass
glfgreat
glfgretj,glfgreat
glprac2j,glpracr2
glprac2l,glpracr2
glpracr
glpracr2
gmahou,dimahoo
gmgalax
gmissile
gnbarich
gng
gnga,gng
gngt,gng
goal92,cupsoc
goalx3
godzilla
gogomile
gogomilj,gogomile
goindol
goindolj,goindol
goindolu,goindol
gokuparo
goldbug
goldmedb,goldmedl
goldmedl
goldnabl,goldnaxe
goldnaxa,goldnaxe
goldnaxb,goldnaxe
goldnaxc,goldnaxe
goldnaxe
goldnaxj,goldnaxe
golgo13
gollygho
gomoku
gondo
goonies
gorf
gorfpgm1,gorf
gorkans,mrtnt
gotcha
gotya,thehand
gowcaizr
gpilots
gradius,nemesis
gradius2,vulcan
gradius3
gratia
gratiaa,gratia
gravitar
gravitr2,gravitar
gravp,gravitar
grchamp
grdforce
grdians
grdius2a,vulcan
grdius2b,vulcan
grdius3a,gradius3
grdius3e,gradius3
grdnstrm
greatgun
greenber
grescue,lrescue
gridiron
gridlee
grindsta,vfive
grindstm,vfive
grndtour
grobda
grobda2,grobda
grobda3,grobda
groovef
groundfx
growl
growlu,growl
grtwall
grudge
gryzor,contra
gseeker
gseekerj,gseeker
gseekeru,gseeker
gslgr94u
gstrik2
gstriker
gsword
gteikob2,uniwars
gteikokb,uniwars
gteikoku,uniwars
gtg
gtg2
gtg2j,gtg2
gtg2t,gtg2
gtmr
gtmr2
gtmre,gtmr
gtmrusa,gtmr
guardian
guiness,strnskil
gulfstr2,gulfstrm
gulfstrm
gulfwar2
gumbo
gunbird
gunbird2
gunbirdj,gunbird
gunbirdk,gunbird
gunbulet,ptblank
gunbustr
gundamex
gundeala,gundealr
gundealr
gundealt,gundealr
gundhara
gundl94
gunfight
gunforc2
gunforce
gunforcj,gunforce
gunforcu,gunforce
gunfronj,gunfront
gunfront
gunhohki,mysticri
gunlock
gunmast
gunnail
gunsmoka,gunsmoke
gunsmoke
gunsmokj,gunsmoke
gunsmoku,gunsmoke
gururin
gussun,riskchal
gutangtn,locomotn
gutsn
guwange
guwanges,guwange
guzzler
gwar
gwara,gwar
gwarb,gwar
gwarj,gwar
gwarrior
gwingj,gigawing
gypsyjug
gyrodine
gyruss
gyrussce,gyruss
hachamf
hachamfb,hachamf
hachoo
hal21
hal21j,hal21
halleycj,halleys
halleys
halleysc,halleys
hanaawas
hanagumi
hanakanz
hanamai
hanamomo
hanaoji
hanaroku
hangly,puckman
hangly2,puckman
hangly3,puckman
hangon
hangonjr
hangzo
harddrb5,harddriv
harddrb6,harddriv
harddrc1,harddriv
harddrcb,harddriv
harddrcg,harddriv
harddrg4,harddriv
harddriv
harddrj6,harddriv
harddrv1,harddriv
harddrv2,harddriv
harddrv3,harddriv
harddrvb,harddriv
harddrvc,harddriv
harddrvg,harddriv
harddrvj,harddriv
harddunj,harddunk
harddunk
hardhat
hardhea2
hardhead
hardhedb,hardhead
hardyard
hardyd10,hardyard
hasamu
hatena
hatris
hattrick
hayaosi1
hbarrel
hbarrelw,hbarrel
hcastle
hcastlej,hcastle
hcastleo,hcastle
hcastljo,hcastle
hcrash
hcrashc,hcrash
hdrivaip,hdrivair
hdrivair
headon
headon2
headonb,headon
heartatk
heatbrl
heatbrlo,heatbrl
heatbrlu,heatbrl
heberpop
hedpanic
hedpanicf,hedpanic
hedpanico,hedpanic
heiankyo
helifira,helifire
helifire
hellfir1,hellfire
hellfire
herbiedk,huncholy
hero
herodk,hero
herodku,hero
hexa
hexion
hgkairak
hharry
hharryu,hharry
hidnctch
higemaru
hiimpact
hippodrm
hiryuken,shangkid
hishouza,fshark
histryma
hitice
hitme
hitnmis2,hitnmiss
hitnmiss
hmcompm2
hmcompmx,bmcompmx
hnayayoi
hnfubuki,hnayayoi
hnkochou,hanamai
hnoridur
hoccer
hoccer2,hoccer
hogalley
holeland
holo
homerun
homo,goindol
hook
hookj,hook
hooku,hook
hoops96
hopmappy
hopprobo
horekid
horekidb,horekid
horizon
horshoes
hotchase
hotdebut
hotdogst
hotgmck
hotgmck3
hotpinbl
hotrod
hotshock
hotsmash
hourouki
housemn2
housemnq
hpolym84,hyperspt
hpuncher,fround
hsf2a
hstenn10,hstennis
hstennis
htchctch
hthero,footchmp
hthero93,scfinals
hthero95,pwrgoal
hthro95u,pwrgoal
hunchbak
hunchbkd,hunchbak
hunchbks,hunchbak
huncholy
hustle
hustler
hustlerb,hustler
hvoltage
hvymetal
hvysmsh
hvysmsha,hvysmsh
hvysmshj,hvysmsh
hwchamp
hwrace
hydra
hydrap,hydra
hydrap2,hydra
hyhoo
hyhoo2
hyouban,galkoku
hyperpac
hyperpcb,hyperpac
hyperspt
hyprdelj,hyprduel
hyprduel
hypreac2
hypreact
hyprolyb,trackfld
hyprolym,trackfld
hypsptsp,88games
iceclimb
iceclmbj,iceclimb
iceclmrj
ichidant
ichidntb,ichidant
ichidnte,ichidant
idhimitu
idolmj
idsoccer
iemoto
iganinju
igmo
ikari
ikari3
ikari3nr,ikari3
ikarijp,ikari
ikarijpb,ikari
ikki
imago
imekura
imgfight
imsorry
imsorryj,imsorry
indyheat
indytem2,indytemp
indytem3,indytemp
indytem4,indytemp
indytemd,indytemp
indytemp
inferno
insector
insectx
intcup94,scfinals
inthunt
inthuntu,inthunt
intrepi2,intrepid
intrepid
introdon
inufuku
invad2ct
invaddlx,invadpt2
invaderl,invaders
invaders
invadpt2
invds
invho2
invinco
invrvnga,invrvnge
invrvnge
inyourfa
ipminvad
iqblock
irobot
ironclad
ironhors
irrmaze
ixion
jack
jack2,jack
jack3,jack
jackal
jackalj,jackal
